transaction_id,car_id,brand,model,manufacturing_year,car_age,fuel_type,transmission,kms_driven,listed_price,sold_price,price_difference,seller_city,seller_state,listing_date,sold_date,days_on_platform,sold_month,sold_year,is_premium_brand,car_condition,seller_rating,customer_segment,expected_market_price,price_bucket,conversion_rate,is_festive_season,sold_month_name,sold_month_num,sale_flag
2240,2683,Toyota,Fortuner,2019,6,Cng,Automatic,178699,1403271,1292752,110519,Pune,Maharashtra,03-05-2023,25-09-2021,81,7,2023,0,Fair,4.5,Premium,982289,High,0.02,0,Sep,9,1
2241,7110,Audi,A4,2016,9,Cng,Manual,82006,879995,807940,72055,Jaipur,Delhi,30-11-2020,15-11-2023,58,1,2021,1,Poor,3.5,Mid,483997,Medium,0.05,0,Nov,11,1
2242,9208,Tata,Nexon,2015,10,Petrol,Manual,73639,1666547,1639864,26683,Chandigarh,Delhi,09-05-2024,08-07-2021,107,8,2024,0,Poor,4.2,Premium,833273,High,0.04,0,Jul,7,1
2243,3438,Mahindra,Scorpio,2019,6,Cng,Manual,95258,359829,356465,3364,Jaipur,Karnataka,14-01-2022,02-11-2022,28,2,2022,0,Fair,4.2,Budget,251880,Low,0.07,0,Nov,11,1
2244,3236,Maruti,Baleno,2012,13,Cng,Automatic,146714,561684,503220,58464,Chandigarh,Karnataka,19-06-2021,30-04-2021,37,7,2021,0,Poor,4.6,Mid,196589,Medium,0.03,0,Apr,4,1
2245,7449,Bmw,X1,2017,8,Cng,Manual,195023,1765614,1750175,15439,Delhi,Maharashtra,09-06-2019,12-11-2024,66,8,2019,1,Fair,3.3,Premium,1059368,High,0.06,0,Nov,11,1
2246,4851,Honda,City,2023,2,Cng,Automatic,181344,1249733,1233825,15908,Bangalore,Delhi,10-06-2020,07-10-2020,30,7,2020,0,Excellent,4.6,Premium,1124759,High,0.13,0,Oct,10,1
2247,9264,Audi,A4,2022,3,Diesel,Automatic,65120,2092894,2060854,32040,Jaipur,Maharashtra,13-12-2023,14-01-2024,13,12,2023,1,Good,3.7,Premium,1778959,High,0.1,0,Jan,1,1
2248,2841,Honda,Amaze,2020,5,Cng,Manual,47737,2203296,2144085,59211,Bangalore,Delhi,21-01-2020,03-11-2020,50,3,2020,0,Good,3.9,Premium,1652472,High,0.03,0,Nov,11,1
2249,3706,Audi,Q3,2013,12,Diesel,Automatic,152585,1154435,1149645,4790,Pune,Karnataka,23-01-2019,13-03-2024,22,2,2019,1,Poor,3.7,Mid,461773,Medium,0.14,0,Mar,3,1
2250,1357,Tata,Harrier,2020,5,Cng,Manual,158129,1264122,1217953,46169,Pune,Punjab,02-04-2024,13-06-2020,23,4,2024,0,Good,3.2,Premium,948091,High,0.09,0,Jun,6,1
2251,5684,Tata,Harrier,2019,6,Diesel,Manual,103468,1273524,1134408,139116,Jaipur,Karnataka,23-10-2024,03-09-2025,54,12,2024,0,Fair,3.6,Mid,891466,Medium,0.04,0,Sep,9,1
2252,9400,Audi,Q3,2013,12,Diesel,Manual,147858,300450,223073,77377,Bangalore,Maharashtra,17-08-2022,12-04-2022,109,12,2022,1,Poor,4.6,Budget,120179,Low,0.06,0,Apr,4,1
2253,1350,Toyota,Innova,2018,7,Diesel,Automatic,124852,582898,410884,172014,Mumbai,Karnataka,25-06-2021,16-06-2020,87,9,2021,0,Fair,4.1,Budget,378883,Low,0.03,0,Jun,6,1
2254,1049,Mahindra,Scorpio,2018,7,Cng,Automatic,12290,2369080,2258591,110489,Mumbai,Punjab,25-12-2019,11-04-2023,80,3,2020,0,Fair,4.5,Premium,1539901,High,0.06,0,Apr,4,1
2255,1622,Tata,Harrier,2022,3,Diesel,Manual,140079,2261809,2248171,13638,Chandigarh,Punjab,20-11-2021,01-05-2022,46,1,2022,0,Good,4,Premium,1922537,High,0.07,0,May,5,1
2256,5173,Tata,Harrier,2021,4,Petrol,Automatic,157281,2038163,1893876,144287,Jaipur,Maharashtra,11-08-2024,09-11-2024,31,9,2024,0,Good,4.5,Premium,1630530,High,0.02,0,Nov,11,1
2257,4773,Toyota,Fortuner,2013,12,Cng,Automatic,112110,2239883,2081560,158323,Bangalore,Punjab,21-04-2020,07-07-2020,77,7,2020,0,Poor,4.1,Premium,895953,High,0.06,0,Jul,7,1
2258,1519,Bmw,X1,2017,8,Petrol,Automatic,155008,1312064,1142000,170064,Jaipur,Delhi,25-05-2022,08-08-2022,75,8,2022,1,Fair,4.2,Mid,787238,Medium,0.07,0,Aug,8,1
2259,3551,Audi,Q3,2016,9,Cng,Manual,146691,272577,189432,83145,Pune,Delhi,22-02-2023,06-01-2023,99,6,2023,1,Poor,4.8,Budget,149917,Low,0.07,0,Jan,1,1
2260,8268,Audi,A4,2015,10,Petrol,Automatic,77881,1654825,1580569,74256,Pune,Punjab,12-06-2021,27-09-2023,35,7,2021,1,Poor,3.7,Premium,827412,High,0.07,0,Sep,9,1
2261,3440,Mahindra,Xuv500,2017,8,Electric,Automatic,53836,269869,154564,115305,Pune,Rajasthan,24-03-2022,12-09-2023,86,6,2022,0,Fair,4.3,Budget,161921,Low,0.05,0,Sep,9,1
2262,9856,Hyundai,Creta,2019,6,Diesel,Manual,88056,517769,396381,121388,Delhi,Rajasthan,09-04-2019,08-03-2019,116,8,2019,0,Fair,4.7,Budget,362438,Low,0.02,0,Mar,3,1
2263,3867,Honda,Amaze,2014,11,Cng,Manual,26734,1721158,1640725,80433,Bangalore,Maharashtra,18-06-2020,11-02-2025,91,9,2020,0,Poor,3.3,Premium,774521,High,0.07,0,Feb,2,1
2264,2455,Audi,Q3,2018,7,Petrol,Manual,9806,1833844,1654858,178986,Jaipur,Maharashtra,18-09-2019,26-05-2021,25,10,2019,1,Fair,4.3,Premium,1191998,High,0.14,1,May,5,1
2265,9712,Toyota,Innova,2012,13,Cng,Manual,115136,747702,623378,124324,Chandigarh,Rajasthan,17-04-2021,05-10-2021,23,5,2021,0,Poor,4.4,Mid,261695,Medium,0.13,0,Oct,10,1
2266,4804,Maruti,Wagonr,2013,12,Electric,Manual,94915,2039193,1924880,114313,Delhi,Rajasthan,13-10-2021,01-12-2022,91,1,2022,0,Poor,4.8,Premium,815677,High,0.05,0,Dec,12,1
2267,1829,Honda,Amaze,2018,7,Petrol,Automatic,148436,1015041,840212,174829,Mumbai,Punjab,11-06-2024,08-03-2024,53,8,2024,0,Fair,3.3,Mid,659776,Medium,0.04,0,Mar,3,1
2268,2399,Maruti,Wagonr,2013,12,Petrol,Manual,62670,1770167,1752701,17466,Mumbai,Karnataka,08-12-2020,12-07-2021,12,12,2020,0,Poor,4.4,Premium,708066,High,0.06,0,Jul,7,1
2269,5885,Tata,Nexon,2015,10,Petrol,Automatic,154008,760101,646303,113798,Delhi,Karnataka,06-07-2020,07-01-2021,46,8,2020,0,Poor,3.3,Mid,380050,Medium,0.03,0,Jan,1,1
2270,6458,Maruti,Baleno,2012,13,Electric,Automatic,169427,1661000,1514510,146490,Delhi,Punjab,07-03-2023,01-12-2021,17,3,2023,0,Poor,3.3,Premium,581350,High,0.14,0,Dec,12,1
2271,9279,Bmw,X1,2022,3,Electric,Manual,182232,1759349,1720477,38872,Bangalore,Rajasthan,09-12-2019,01-05-2020,27,1,2020,1,Good,3.4,Premium,1495446,High,0.1,0,May,5,1
2272,5985,Toyota,Innova,2023,2,Diesel,Automatic,9429,1410148,1281609,128539,Jaipur,Maharashtra,20-10-2022,11-06-2022,17,11,2022,0,Excellent,4.8,Premium,1269133,High,0.14,1,Jun,6,1
2273,4893,Tata,Harrier,2024,1,Diesel,Automatic,199735,1284564,1128636,155928,Pune,Punjab,27-09-2023,13-09-2021,83,12,2023,0,Excellent,4.7,Mid,1220335,Medium,0.08,0,Sep,9,1
2274,8890,Hyundai,Verna,2016,9,Diesel,Manual,134908,2079144,2025122,54022,Chandigarh,Maharashtra,15-08-2023,09-07-2023,23,9,2023,0,Poor,3.8,Premium,1143529,High,0.11,0,Jul,7,1
2275,6464,Bmw,X3,2015,10,Cng,Automatic,162286,638153,573964,64189,Chandigarh,Karnataka,17-03-2022,07-01-2022,106,7,2022,1,Poor,3.4,Mid,319076,Medium,0.04,0,Jan,1,1
2276,2838,Tata,Nexon,2019,6,Petrol,Automatic,78961,2424091,2370177,53914,Delhi,Punjab,12-03-2022,28-09-2021,39,4,2022,0,Fair,4,Premium,1696863,High,0.03,0,Sep,9,1
2277,6868,Bmw,X1,2020,5,Diesel,Manual,193940,1096715,924086,172629,Mumbai,Karnataka,05-10-2019,19-07-2019,9,10,2019,1,Good,4.7,Mid,822536,Medium,0.09,1,Jul,7,1
2278,6200,Maruti,Baleno,2012,13,Cng,Manual,121902,2380890,2267970,112920,Delhi,Maharashtra,20-04-2019,08-10-2019,112,8,2019,0,Poor,3.7,Premium,833311,High,0.03,0,Oct,10,1
2279,2700,Audi,Q3,2019,6,Petrol,Manual,22046,1764460,1688131,76329,Mumbai,Rajasthan,06-10-2020,13-02-2022,52,11,2020,1,Fair,3.9,Premium,1235122,High,0.07,1,Feb,2,1
2280,4254,Tata,Nexon,2016,9,Petrol,Manual,39681,2233966,2227943,6023,Delhi,Maharashtra,18-09-2020,10-02-2020,14,10,2020,0,Poor,3.7,Premium,1228681,High,0.15,1,Feb,2,1
2281,7841,Honda,Amaze,2018,7,Diesel,Manual,41079,2414474,2297690,116784,Jaipur,Maharashtra,12-11-2019,14-09-2019,11,11,2019,0,Fair,3.7,Premium,1569408,High,0.12,1,Sep,9,1
2282,6452,Bmw,X1,2012,13,Diesel,Automatic,127684,910743,805273,105470,Bangalore,Maharashtra,30-09-2020,23-10-2021,88,12,2020,1,Poor,4.2,Mid,318760,Medium,0.03,0,Oct,10,1
2283,1065,Tata,Nexon,2024,1,Cng,Manual,25817,1226105,1221834,4271,Bangalore,Rajasthan,13-10-2021,04-09-2023,99,1,2022,0,Excellent,3.3,Premium,1164799,High,0.06,0,Sep,9,1
2284,6884,Honda,City,2012,13,Petrol,Automatic,48390,338587,290204,48383,Chandigarh,Karnataka,01-02-2019,05-02-2019,90,5,2019,0,Poor,3.2,Budget,118505,Low,0.05,0,Feb,2,1
2285,6635,Bmw,X1,2017,8,Petrol,Automatic,37708,219448,61939,157509,Delhi,Maharashtra,16-11-2024,02-07-2025,83,2,2025,1,Fair,4.4,Budget,131668,Low,0.05,0,Jul,7,1
2286,3766,Hyundai,Creta,2017,8,Electric,Automatic,191400,1433519,1318883,114636,Jaipur,Maharashtra,27-07-2019,08-06-2019,10,8,2019,0,Fair,4.1,Premium,860111,High,0.13,0,Jun,6,1
2287,8425,Toyota,Innova,2018,7,Petrol,Automatic,196452,735686,692017,43669,Bangalore,Maharashtra,12-10-2022,11-11-2022,30,11,2022,0,Fair,4.4,Mid,478195,Medium,0.1,1,Nov,11,1
2288,8545,Honda,City,2019,6,Diesel,Manual,72527,364181,209705,154476,Mumbai,Punjab,19-01-2021,15-04-2024,36,2,2021,0,Fair,4.3,Budget,254926,Low,0.03,0,Apr,4,1
2289,3870,Hyundai,I20,2018,7,Diesel,Manual,75971,679617,514050,165567,Chandigarh,Rajasthan,12-03-2020,06-05-2020,85,6,2020,0,Fair,3.4,Mid,441751,Medium,0.06,0,May,5,1
2290,7197,Bmw,X3,2014,11,Diesel,Automatic,22926,1351697,1256145,95552,Jaipur,Delhi,17-04-2023,07-10-2023,84,7,2023,1,Poor,4.9,Premium,608263,High,0.05,0,Oct,10,1
2291,9185,Honda,City,2016,9,Diesel,Automatic,28114,1313903,1243334,70569,Delhi,Maharashtra,12-12-2023,05-09-2022,32,1,2024,0,Poor,3.6,Premium,722646,High,0.08,0,Sep,9,1
2292,6975,Mahindra,Scorpio,2020,5,Cng,Automatic,177240,2361784,2184715,177069,Jaipur,Rajasthan,10-09-2020,11-05-2020,56,11,2020,0,Good,3.3,Premium,1771338,High,0.08,1,May,5,1
2293,3150,Maruti,Swift,2016,9,Diesel,Manual,154992,842491,793564,48927,Jaipur,Maharashtra,05-03-2020,07-02-2020,119,7,2020,0,Poor,3.9,Mid,463370,Medium,0.03,0,Feb,2,1
2294,6757,Toyota,Innova,2013,12,Cng,Automatic,163454,998773,997370,1403,Mumbai,Maharashtra,17-12-2022,04-02-2023,106,4,2023,0,Poor,3.6,Mid,399509,Medium,0.06,0,Feb,2,1
2295,9066,Audi,Q3,2021,4,Electric,Manual,94321,1181912,1066389,115523,Chandigarh,Maharashtra,31-12-2023,03-08-2024,68,3,2024,1,Good,3.9,Mid,945529,Medium,0.04,0,Aug,8,1
2296,8319,Bmw,X1,2021,4,Diesel,Manual,75009,952353,924641,27712,Mumbai,Karnataka,19-09-2020,01-11-2021,95,12,2020,1,Good,3.4,Mid,761882,Medium,0.02,0,Nov,11,1
2297,5055,Hyundai,Creta,2024,1,Cng,Automatic,111178,272145,158286,113859,Delhi,Delhi,12-09-2021,11-09-2021,58,11,2021,0,Excellent,3.7,Budget,258537,Low,0.02,1,Sep,9,1
2298,3224,Hyundai,I20,2022,3,Diesel,Automatic,47281,1652599,1525156,127443,Bangalore,Maharashtra,08-03-2020,06-07-2020,91,6,2020,0,Good,3.9,Premium,1404709,High,0.05,0,Jul,7,1
2299,5563,Maruti,Swift,2016,9,Diesel,Manual,120908,673793,629828,43965,Mumbai,Maharashtra,17-08-2021,18-03-2025,14,8,2021,0,Poor,3.5,Mid,370586,Medium,0.12,0,Mar,3,1
2300,7614,Mahindra,Xuv500,2024,1,Petrol,Manual,84363,1746842,1712394,34448,Chandigarh,Maharashtra,23-06-2024,10-10-2024,109,10,2024,0,Excellent,4.3,Premium,1659499,High,0.04,1,Oct,10,1
2301,6214,Hyundai,Creta,2017,8,Petrol,Manual,117060,1254350,1174586,79764,Mumbai,Rajasthan,10-03-2019,23-08-2024,6,3,2019,0,Fair,3.5,Mid,752610,Medium,0.07,0,Aug,8,1
2302,2700,Toyota,Innova,2020,5,Diesel,Manual,72215,1989497,1913636,75861,Chandigarh,Rajasthan,26-05-2021,07-08-2021,43,7,2021,0,Good,4.7,Premium,1492122,High,0.02,0,Aug,8,1
2303,5248,Honda,City,2018,7,Diesel,Automatic,100492,1145487,1118339,27148,Bangalore,Maharashtra,24-02-2021,07-06-2021,3,2,2021,0,Fair,3.5,Mid,744566,Medium,0.1,0,Jun,6,1
2304,4340,Mahindra,Scorpio,2012,13,Diesel,Automatic,92601,1350229,1207416,142813,Chandigarh,Maharashtra,03-01-2020,02-02-2020,30,2,2020,0,Poor,4.2,Premium,472580,High,0.13,0,Feb,2,1
2305,7840,Mahindra,Xuv500,2024,1,Electric,Automatic,48204,1526035,1399470,126565,Chandigarh,Maharashtra,12-09-2020,27-06-2021,18,9,2020,0,Excellent,4.9,Premium,1449733,High,0.09,0,Jun,6,1
2306,1095,Toyota,Fortuner,2022,3,Petrol,Automatic,166775,274384,256128,18256,Bangalore,Rajasthan,08-10-2022,25-02-2023,8,10,2022,0,Good,3.2,Budget,233226,Low,0.13,1,Feb,2,1
2307,4622,Hyundai,Creta,2018,7,Petrol,Manual,183742,2135360,1972206,163154,Pune,Rajasthan,03-05-2021,25-07-2021,57,6,2021,0,Fair,4.7,Premium,1387983,High,0.06,0,Jul,7,1
2308,4363,Hyundai,Creta,2018,7,Petrol,Automatic,62760,1736055,1733259,2796,Delhi,Maharashtra,13-01-2024,17-01-2019,104,4,2024,0,Fair,4.4,Premium,1128435,High,0.04,0,Jan,1,1
2309,7733,Mahindra,Scorpio,2014,11,Petrol,Manual,130169,1925574,1863511,62063,Jaipur,Maharashtra,16-04-2024,05-09-2024,23,5,2024,0,Poor,4.7,Premium,866508,High,0.12,0,Sep,9,1
2310,4327,Audi,Q3,2013,12,Cng,Automatic,171951,770066,737583,32483,Bangalore,Punjab,12-06-2019,09-08-2019,88,9,2019,1,Poor,4.6,Mid,308026,Medium,0.03,0,Aug,8,1
2311,6071,Tata,Harrier,2016,9,Cng,Automatic,59654,1225277,1135383,89894,Bangalore,Punjab,28-08-2020,12-08-2020,102,12,2020,0,Poor,3.3,Mid,673902,Medium,0.03,0,Aug,8,1
2312,6027,Hyundai,I20,2012,13,Cng,Manual,60704,518312,402564,115748,Mumbai,Rajasthan,10-08-2024,10-06-2019,73,10,2024,0,Poor,4.4,Budget,181409,Low,0.04,1,Jun,6,1
2313,4905,Bmw,X3,2019,6,Electric,Manual,159178,1776755,1766143,10612,Chandigarh,Rajasthan,04-08-2022,15-10-2024,15,8,2022,1,Fair,4.8,Premium,1243728,High,0.09,0,Oct,10,1
2314,8869,Bmw,X1,2016,9,Diesel,Automatic,177132,2134780,1972967,161813,Jaipur,Maharashtra,12-07-2024,09-08-2024,58,9,2024,1,Poor,3.3,Premium,1174129,High,0.08,0,Aug,8,1
2315,7444,Maruti,Baleno,2023,2,Cng,Manual,175305,306570,162872,143698,Pune,Karnataka,18-03-2024,15-01-2020,117,7,2024,0,Excellent,3.4,Budget,275913,Low,0.03,0,Jan,1,1
2316,6037,Mahindra,Scorpio,2021,4,Electric,Automatic,81303,2484289,2400623,83666,Pune,Delhi,13-03-2024,07-02-2024,111,7,2024,0,Good,4.7,Premium,1987431,High,0.07,0,Feb,2,1
2317,5201,Bmw,X3,2024,1,Petrol,Manual,112430,561846,494516,67330,Delhi,Rajasthan,19-05-2024,09-06-2024,110,9,2024,1,Excellent,4.3,Budget,533753,Low,0.06,0,Jun,6,1
2318,3507,Maruti,Baleno,2013,12,Cng,Automatic,136806,1999151,1931564,67587,Delhi,Maharashtra,11-06-2022,09-06-2022,87,9,2022,0,Poor,3.6,Premium,799660,High,0.03,0,Jun,6,1
2319,7999,Honda,Amaze,2020,5,Petrol,Manual,82792,1060084,1025022,35062,Pune,Maharashtra,27-09-2024,07-04-2022,88,12,2024,0,Good,4.7,Mid,795063,Medium,0.02,0,Apr,4,1
2320,9689,Audi,Q3,2013,12,Cng,Manual,50751,1638204,1465551,172653,Jaipur,Delhi,01-06-2023,04-09-2021,120,9,2023,1,Poor,4.1,Premium,655281,High,0.06,0,Sep,9,1
2321,1171,Maruti,Wagonr,2018,7,Diesel,Manual,38264,2435196,2338815,96381,Delhi,Karnataka,28-09-2023,10-03-2023,5,10,2023,0,Fair,4.1,Premium,1582877,High,0.14,1,Mar,3,1
2322,2641,Mahindra,Xuv500,2017,8,Electric,Manual,120020,1808060,1730100,77960,Chandigarh,Maharashtra,18-12-2019,08-08-2022,11,12,2019,0,Fair,4.7,Premium,1084836,High,0.11,0,Aug,8,1
2323,5541,Bmw,X1,2015,10,Electric,Automatic,157204,1732453,1572409,160044,Pune,Punjab,03-11-2019,12-02-2019,29,12,2019,1,Poor,3.7,Premium,866226,High,0.07,0,Feb,2,1
2324,8629,Tata,Harrier,2013,12,Diesel,Automatic,191291,1821612,1661225,160387,Delhi,Maharashtra,16-09-2024,11-01-2022,72,11,2024,0,Poor,4.3,Premium,728644,High,0.03,1,Jan,1,1
2325,8452,Tata,Nexon,2013,12,Electric,Automatic,89728,609768,483660,126108,Bangalore,Rajasthan,20-11-2019,02-02-2020,74,2,2020,0,Poor,3.5,Budget,243907,Low,0.08,0,Feb,2,1
2326,3049,Audi,Q3,2021,4,Petrol,Automatic,62995,774003,645391,128612,Delhi,Rajasthan,11-11-2024,02-10-2025,91,2,2025,1,Good,4.8,Mid,619202,Medium,0.04,0,Oct,10,1
2327,8810,Audi,A4,2024,1,Diesel,Manual,176971,2425591,2420161,5430,Bangalore,Rajasthan,11-05-2022,06-07-2022,27,6,2022,1,Excellent,4.1,Premium,2304311,High,0.11,0,Jul,7,1
2328,2175,Audi,A4,2017,8,Cng,Automatic,19082,398113,307871,90242,Bangalore,Delhi,21-07-2023,09-11-2023,52,9,2023,1,Fair,3.8,Budget,238867,Low,0.05,0,Nov,11,1
2329,6590,Bmw,X1,2017,8,Petrol,Automatic,25844,879720,753710,126010,Jaipur,Karnataka,31-12-2022,16-03-2020,20,1,2023,1,Fair,4.7,Mid,527832,Medium,0.08,0,Mar,3,1
2330,1247,Mahindra,Xuv500,2024,1,Electric,Automatic,157599,1553038,1510994,42044,Jaipur,Maharashtra,07-01-2019,02-02-2019,26,2,2019,0,Excellent,4.2,Premium,1475386,High,0.13,0,Feb,2,1
2331,3644,Audi,A4,2018,7,Electric,Automatic,143933,891465,764882,126583,Delhi,Rajasthan,28-12-2019,14-07-2025,3,12,2019,1,Fair,3.7,Mid,579452,Medium,0.09,0,Jul,7,1
2332,3443,Maruti,Wagonr,2019,6,Cng,Automatic,115951,1100554,950597,149957,Delhi,Punjab,01-03-2020,04-01-2020,31,4,2020,0,Fair,3.3,Mid,770387,Medium,0.03,0,Jan,1,1
2333,9469,Bmw,X1,2016,9,Petrol,Manual,120158,1757619,1599776,157843,Bangalore,Maharashtra,21-08-2023,31-05-2021,35,9,2023,1,Poor,4.1,Premium,966690,High,0.06,0,May,5,1
2334,4840,Mahindra,Scorpio,2020,5,Diesel,Automatic,140716,1370715,1203444,167271,Pune,Maharashtra,03-01-2024,02-01-2024,29,2,2024,0,Good,4.4,Premium,1028036,High,0.06,0,Jan,1,1
2335,4260,Tata,Nexon,2018,7,Electric,Manual,144942,2164709,2054972,109737,Pune,Punjab,29-03-2021,06-08-2021,71,6,2021,0,Fair,3.3,Premium,1407060,High,0.08,0,Aug,8,1
2336,2833,Audi,Q3,2021,4,Diesel,Manual,143286,2462989,2345587,117402,Delhi,Maharashtra,26-05-2024,25-02-2023,30,6,2024,1,Good,4.4,Premium,1970391,High,0.06,0,Feb,2,1
2337,8331,Toyota,Innova,2020,5,Cng,Automatic,112986,2428384,2297796,130588,Mumbai,Maharashtra,07-06-2020,24-05-2023,40,7,2020,0,Good,4.2,Premium,1821288,High,0.04,0,May,5,1
2338,1823,Hyundai,Creta,2024,1,Cng,Automatic,67195,1220644,1145251,75393,Pune,Maharashtra,13-11-2022,31-01-2023,42,12,2022,0,Excellent,3.6,Mid,1159611,Medium,0.05,0,Jan,1,1
2339,4468,Audi,Q3,2022,3,Diesel,Automatic,103350,204271,165764,38507,Delhi,Maharashtra,23-10-2022,12-11-2022,49,12,2022,1,Good,4.8,Budget,173630,Low,0.02,0,Nov,11,1
2340,7667,Maruti,Wagonr,2020,5,Diesel,Automatic,175395,1193948,1159683,34265,Chandigarh,Delhi,08-06-2020,16-04-2021,107,9,2020,0,Good,3.9,Mid,895461,Medium,0.06,0,Apr,4,1
2341,7905,Hyundai,I20,2023,2,Electric,Manual,59175,599352,521783,77569,Bangalore,Delhi,01-01-2022,01-08-2022,7,1,2022,0,Excellent,4.4,Mid,539416,Medium,0.12,0,Aug,8,1
2342,2091,Maruti,Baleno,2015,10,Diesel,Manual,135884,1945267,1796240,149027,Delhi,Karnataka,01-10-2024,11-09-2025,116,1,2025,0,Poor,3.3,Premium,972633,High,0.07,0,Sep,9,1
2343,6664,Tata,Harrier,2012,13,Petrol,Manual,183181,872836,822179,50657,Chandigarh,Punjab,31-03-2024,07-08-2023,78,6,2024,0,Poor,4.3,Mid,305492,Medium,0.04,0,Aug,8,1
2344,4663,Audi,A4,2014,11,Electric,Manual,177440,1483149,1409096,74053,Delhi,Delhi,21-08-2022,18-05-2022,3,8,2022,1,Poor,3.9,Premium,667417,High,0.13,0,May,5,1
2345,5398,Bmw,X3,2022,3,Cng,Automatic,92836,645451,584927,60524,Jaipur,Maharashtra,03-04-2021,05-10-2021,37,5,2021,1,Good,3.3,Mid,548633,Medium,0.07,0,Oct,10,1
2346,2592,Hyundai,Creta,2012,13,Cng,Automatic,165144,944605,797969,146636,Jaipur,Rajasthan,24-09-2023,12-09-2023,76,12,2023,0,Poor,3.5,Mid,330611,Medium,0.05,0,Sep,9,1
2347,6905,Mahindra,Scorpio,2017,8,Petrol,Automatic,145007,1920519,1816254,104265,Pune,Delhi,07-06-2020,27-11-2025,52,7,2020,0,Fair,3.8,Premium,1152311,High,0.06,0,Nov,11,1
2348,6759,Mahindra,Scorpio,2024,1,Electric,Automatic,126333,1953691,1927904,25787,Pune,Rajasthan,16-09-2019,06-11-2024,8,9,2019,0,Excellent,3.5,Premium,1856006,High,0.12,0,Nov,11,1
2349,2687,Tata,Nexon,2022,3,Petrol,Automatic,42898,390479,263846,126633,Pune,Rajasthan,27-07-2021,25-05-2022,20,8,2021,0,Good,3.2,Budget,331907,Low,0.14,0,May,5,1
2350,4364,Bmw,X1,2016,9,Cng,Manual,93952,2305390,2226495,78895,Pune,Maharashtra,08-11-2023,25-03-2022,110,2,2024,1,Poor,3.2,Premium,1267964,High,0.02,0,Mar,3,1
2351,4787,Tata,Nexon,2012,13,Electric,Automatic,32369,2130392,2079515,50877,Chandigarh,Rajasthan,25-08-2022,23-11-2022,57,10,2022,0,Poor,3.3,Premium,745637,High,0.06,1,Nov,11,1
2352,4648,Hyundai,Creta,2016,9,Diesel,Manual,78171,673428,667636,5792,Pune,Rajasthan,08-02-2020,05-11-2020,93,5,2020,0,Poor,3.4,Mid,370385,Medium,0.08,0,Nov,11,1
2353,5969,Maruti,Swift,2020,5,Diesel,Manual,90341,1712280,1550045,162235,Mumbai,Delhi,16-02-2021,13-04-2024,92,5,2021,0,Good,3.7,Premium,1284210,High,0.06,0,Apr,4,1
2354,6949,Bmw,X3,2024,1,Petrol,Manual,158478,1587833,1576047,11786,Jaipur,Maharashtra,11-06-2022,07-06-2022,25,7,2022,1,Excellent,4.8,Premium,1508441,High,0.11,0,Jun,6,1
2355,4699,Maruti,Swift,2018,7,Diesel,Manual,80927,237786,147767,90019,Chandigarh,Rajasthan,08-09-2019,22-09-2021,107,12,2019,0,Fair,3.2,Budget,154560,Low,0.03,0,Sep,9,1
2356,1192,Bmw,X1,2017,8,Cng,Automatic,67590,1868927,1704020,164907,Delhi,Maharashtra,18-11-2019,02-12-2020,86,2,2020,1,Fair,4,Premium,1121356,High,0.04,0,Dec,12,1
2357,6043,Toyota,Innova,2018,7,Petrol,Manual,81791,2143095,2035481,107614,Chandigarh,Punjab,28-01-2023,12-07-2019,57,3,2023,0,Fair,4.6,Premium,1393011,High,0.04,0,Jul,7,1
2358,3264,Tata,Nexon,2023,2,Petrol,Manual,70239,1163370,1040171,123199,Jaipur,Maharashtra,05-04-2022,03-10-2024,78,6,2022,0,Excellent,4.8,Mid,1047033,Medium,0.05,0,Oct,10,1
2359,8063,Toyota,Innova,2024,1,Cng,Automatic,194291,2029968,1881019,148949,Mumbai,Rajasthan,11-06-2024,15-06-2025,7,6,2024,0,Excellent,4.5,Premium,1928469,High,0.08,0,Jun,6,1
2360,1950,Honda,Amaze,2012,13,Electric,Manual,180221,502869,440711,62158,Chandigarh,Delhi,19-06-2019,01-05-2023,117,10,2019,0,Poor,3.2,Budget,176004,Low,0.04,1,May,5,1
2361,1817,Toyota,Fortuner,2022,3,Electric,Automatic,191515,2201905,2138953,62952,Delhi,Karnataka,05-05-2021,22-11-2025,82,7,2021,0,Good,4.3,Premium,1871619,High,0.05,0,Nov,11,1
2362,9363,Hyundai,Creta,2020,5,Cng,Automatic,16116,257385,217049,40336,Delhi,Punjab,14-02-2019,07-04-2023,99,5,2019,0,Good,3.5,Budget,193038,Low,0.08,0,Apr,4,1
2363,9736,Audi,Q3,2014,11,Diesel,Manual,108138,922758,865879,56879,Delhi,Maharashtra,10-03-2020,14-01-2020,38,4,2020,1,Poor,3.4,Mid,415241,Medium,0.07,0,Jan,1,1
2364,2661,Audi,A4,2017,8,Cng,Automatic,99647,1377186,1324949,52237,Delhi,Karnataka,27-01-2024,02-07-2024,11,2,2024,1,Fair,3.9,Premium,826311,High,0.09,0,Jul,7,1
2365,4715,Tata,Harrier,2017,8,Cng,Automatic,104904,1968900,1951476,17424,Bangalore,Maharashtra,15-03-2019,05-09-2019,55,5,2019,0,Fair,4.6,Premium,1181340,High,0.03,0,Sep,9,1
